Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
3389,6,15/02/2018 10:25:24,2743849,8,7,1128,1581,661,0,141.0,222.62332056,1173,0,225.8571428571,430.0986044197,987.299228201,5.4667731351,195989.214285714,259030.158499911,953114,3,2743849,391978.428571428,417160.116750893,1305837,3,2448812,408135.333333333,267185.060722838,953114,290819,0,0,0,0,172,152,2.9156123387,2.5511607964,0,1173,169.3125,317.7312740352,100953.1625,0,0,0,1,0,0,0,0,0,180.6,141.0,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,64240,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 03:03:29,6486450,4,4,97,232,97,0,24.25,48.5,232,0,58.0,116.0,50.7211186396,1.2333402709,926635.714285714,2420043.93196513,6414452,40,71998,23999.3333333333,41275.3694633171,71660,127,6486279,2162093.0,3744238.31672171,6485567,326,0,0,0,0,92,92,0.6166701354,0.6166701354,0,232,36.5555555556,80.0048609634,6400.7777777778,0,0,0,1,0,0,0,0,1,41.125,24.25,58.0,0,0,0,0,0,0,4,97,4,232,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 12:44:42,11034,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,58818.1982961755,634.4027551205,1839.0,4138.9212121035,10284,0,10467,5233.5,7142.4855967653,10284,183,10885,3628.3333333333,6047.0095364017,10609,0,0,0,0,0,72,92,271.8868950517,362.5158600689,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 02:10:47,118680491,24,19,2627,4728,436,0,109.4583333333,192.5842512787,788,0,248.8421052632,376.3227431574,61.9731173846,0.3623173416,2825725.97619048,4372326.48943343,10004255,37,118669225,5159531.52173913,4810939.61244638,10015569,11251,118669277,6592737.61111111,4498872.21660123,10024280,665,0,0,0,0,492,524,0.2022236325,0.1600937091,0,788,167.1590909091,290.8206466537,84576.6485200845,0,0,0,1,0,0,0,0,0,171.0465116279,109.4583333333,248.8421052632,0,0,0,0,0,0,24,2627,19,4728,8192,298,17,20,795791.545454546,2601421.02386432,8639371,11264,9992319.81818182,38929.8873946949,10004255,9874945,Benign
53,17,15/02/2018 12:54:34,554,1,1,37,53,37,37,37.0,0.0,53,53,53.0,0.0,162454.873646209,3610.1083032491,554.0,0.0,554,554,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1805.0541516246,1805.0541516246,37,53,42.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,1,37,1,53,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 01:57:01,621,1,1,40,136,40,40,40.0,0.0,136,136,136.0,0.0,283413.84863124,3220.6119162641,621.0,0.0,621,621,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1610.3059581321,1610.3059581321,40,136,72.0,55.4256258422,3072.0,0,0,0,0,0,0,0,0,1,108.0,40.0,136.0,0,0,0,0,0,0,1,40,1,136,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 12:12:40,361,1,1,50,178,50,50,50.0,0.0,178,178,178.0,0.0,631578.947368421,5540.1662049862,361.0,0.0,361,361,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2770.0831024931,2770.0831024931,50,178,92.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,139.0,50.0,178.0,0,0,0,0,0,0,1,50,1,178,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 02:32:26,5164819,6,4,599,152,517,0,99.8333333333,205.451129631,152,0,38.0,76.0,145.4068380712,1.9361762726,573868.777777778,1661507.01390934,5003918,3,5164819,1032963.8,2264929.51742448,5084441,35,121774,40591.3333333333,40605.0102614608,81213,3,0,0,0,0,132,92,1.1617057636,0.774470509,0,517,68.2727272727,155.7825990983,24268.2181818182,0,0,0,1,0,0,0,0,0,75.1,99.8333333333,38.0,0,0,0,0,0,0,6,599,4,152,8192,946,3,20,160866.0,0.0,160866,160866,5003918.0,0.0,5003918,5003918,Benign
80,6,15/02/2018 02:31:30,53856541,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0371356935,53856541.0,0.0,53856541,53856541,53856541,53856541.0,0.0,53856541,53856541,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0371356935,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
50902,6,15/02/2018 11:25:19,434,3,1,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,71428.5714285714,9216.5898617512,144.6666666667,218.5322249311,397,17,434,217.0,254.5584412272,397,37,0,0.0,0.0,0,0,0,0,0,0,60,20,6912.4423963134,2304.1474654378,0,31,6.2,13.8636214605,192.2,0,0,0,0,1,0,0,0,0,7.75,10.3333333333,0.0,0,0,0,0,0,0,3,31,1,0,31212,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,15/02/2018 04:43:10,1471002,8,8,1148,1581,677,0,143.5,228.129662379,1173,0,197.625,406.1217050168,1855.1980214847,10.8769396643,98066.8,206972.697578759,819749,4,1471002,210143.142857143,396643.323582379,1102203,4,1391084,198726.285714286,285949.195941467,819749,748,0,0,0,0,172,172,5.4384698321,5.4384698321,0,1173,160.5294117647,312.0440909645,97371.5147058823,0,0,1,1,0,0,0,1,1,170.5625,143.5,197.625,0,0,0,0,0,0,8,1148,8,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 11:24:24,54134305,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0369451497,54134305.0,0.0,54134305,54134305,54134305,54134305.0,0.0,54134305,54134305,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0369451497,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 01:30:06,5315103,9,6,349,3432,192,0,38.7777777778,70.8586229364,1460,0,572.0,695.9252833458,711.3690929414,2.8221466263,379650.214285714,1291752.20015898,4863506,1,5315103,664387.875,1698513.93892968,4863506,19,414217,82843.4,104770.027790872,247793,1,0,0,0,0,204,132,1.6932879758,1.1288586505,0,1460,236.3125,486.1321793847,236324.495833333,0,0,0,1,0,0,0,0,0,252.0666666667,38.7777777778,572.0,0,0,0,0,0,0,9,349,6,3432,8192,60,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
0,0,15/02/2018 02:33:56,112641302,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332149,56320651.0,28.2842712475,56320671,56320631,112641302,56320651.0,28.2842712475,56320671,56320631,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332149,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320651.0,28.2842712475,56320671,56320631,Benign
50062,6,15/02/2018 09:29:59,0,2,0,31,0,31,0,15.5,21.9203102168,0,0,0.0,0.0,inf,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,40,0,0.0,0.0,0,31,20.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,946,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 04:07:45,115271172,16,14,445,706,434,0,27.8125,108.3175693659,706,0,50.4285714286,188.6864367902,9.9851504937,0.2602558773,3974868.0,4880838.7263967,10004050,49,115271172,7684744.8,4156001.01623792,10015514,204,110192939,8476379.92307693,3756557.01691978,10015688,11590,0,0,0,0,332,424,0.1388031346,0.1214527428,0,706,37.1290322581,146.5227495273,21468.9161290322,0,0,0,1,0,0,0,0,0,38.3666666667,27.8125,50.4285714286,0,0,0,0,0,0,16,445,14,706,8192,172,12,20,19633.2727272727,26951.5309587077,100895,11440,9997893.81818182,20087.4894589551,10004050,9937328,Benign
443,6,15/02/2018 10:17:31,211,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,364928.909952607,14218.009478673,105.5,115.2584053334,187,24,211,105.5,115.2584053334,187,24,0,0.0,0.0,0,0,1,0,0,0,60,0,14218.009478673,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,257,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 11:27:45,311,1,1,37,53,37,37,37.0,0.0,53,53,53.0,0.0,289389.067524116,6430.8681672026,311.0,0.0,311,311,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3215.4340836013,3215.4340836013,37,53,42.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,1,37,1,53,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
0,0,15/02/2018 11:11:16,112636945,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266342451,56318472.5,9.1923881554,56318479,56318466,112636945,56318472.5,9.1923881554,56318479,56318466,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266342451,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56318472.5,9.1923881554,56318479,56318466,Benign
80,6,15/02/2018 09:26:20,760,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,853947.368421053,9210.5263157895,126.6666666667,80.2338249535,250,28,445,222.5,113.844191771,303,142,510,170.0,171.8225829162,361,28,0,0,0,0,72,92,3947.3684210526,5263.1578947369,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 09:46:03,43841993,7,13,5,856,1,0,0.7142857143,0.4879500365,428,0,65.8461538462,160.7284698665,19.6387057495,0.4561836411,2307473.31578947,4138030.45113041,10015814,0,43811197,7301866.16666667,4276411.99357833,10046612,406253,43811271,3650939.25,4808985.7843255,10046789,0,0,0,0,0,140,320,0.1596642744,0.2965193667,0,428,41.0476190476,128.6450450622,16549.5476190476,0,0,0,0,1,0,0,0,1,43.1,0.7142857143,65.8461538462,0,0,0,0,0,0,7,5,13,856,267,5565,4,20,976282.5,1650210.89793083,3437319,30760,9976516.75,37445.1633314195,10015814,9937248,Benign
443,6,15/02/2018 12:38:49,111520169,15,33,11,18426,1,0,0.7333333333,0.4577377082,1460,0,558.3636363636,704.2911692875,165.3243549156,0.4304154166,2372769.55319149,4158022.00366347,10124576,1,111438852,7959918.0,3782928.86091047,10205778,125653,111442917,3482591.15625,4709565.84695721,10204161,1,0,0,0,0,300,792,0.1345048177,0.2959105989,0,1460,376.2857142857,632.8391383282,400485.375,0,0,0,0,1,0,0,0,2,384.125,0.7333333333,558.3636363636,0,0,0,0,0,0,15,11,33,18426,256,5565,10,20,420584.090909091,996446.359345997,3390172,40646,9710220.63636364,1075703.46615685,10124576,6468373,Benign
80,6,15/02/2018 11:54:00,1822,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,356201.975850714,3841.9319429199,303.6666666667,474.6867036969,1257,1,353,176.5,89.8025612107,240,113,1619,539.6666666667,646.7807459513,1257,1,0,0,0,0,72,92,1646.5422612514,2195.3896816685,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 09:22:59,42570,2,2,86,142,43,43,43.0,0.0,71,71,71.0,0.0,5355.8844256519,93.9628846606,14190.0,12247.2405463435,23959,450,42120,42120.0,0.0,42120,42120,24409,24409.0,0.0,24409,24409,0,0,0,0,16,16,46.9814423303,46.9814423303,43,71,54.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,67.75,43.0,71.0,0,0,0,0,0,0,2,86,2,142,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 11:06:52,99999246,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.1600012064,0.0400003016,33333082.0,57734588.132758,99999242,2,99999244,99999244.0,0.0,99999244,99999244,99999244,99999244.0,0.0,99999244,99999244,1,0,0,0,64,64,0.0200001508,0.0200001508,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,16,2,0,211,219,1,32,2.0,0.0,2,2,99999242.0,0.0,99999242,99999242,DoS attacks-Slowloris
53,17,15/02/2018 11:38:33,39803,1,1,33,110,33,33,33.0,0.0,110,110,110.0,0.0,3592.6940180389,50.2474687838,39803.0,0.0,39803,39803,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,25.1237343919,25.1237343919,33,110,58.6666666667,44.4559707276,1976.3333333333,0,0,0,0,0,0,0,0,1,88.0,33.0,110.0,0,0,0,0,0,0,1,33,1,110,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 04:19:31,54364379,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0367887951,54364379.0,0.0,54364379,54364379,54364379,54364379.0,0.0,54364379,54364379,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0367887951,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53151,6,15/02/2018 12:01:12,34,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,58823.5294117647,34.0,0.0,34,34,34,34.0,0.0,34,34,0,0.0,0.0,0,0,0,0,0,0,40,0,58823.5294117647,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,257,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
50237,6,15/02/2018 10:29:29,54,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37037.037037037,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18518.5185185185,18518.5185185185,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,180,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 09:16:17,451368,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,381.0637883058,8.8619485653,150456.0,260070.902011355,450760,235,450995,450995.0,0.0,450995,450995,451133,451133.0,0.0,451133,451133,0,0,0,0,16,16,4.4309742826,4.4309742826,35,51,41.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,0,0,0,0,0,0,2,70,2,102,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
58882,6,15/02/2018 01:33:13,88,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22727.2727272727,88.0,0.0,88,88,88,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0,0,0,40,0,22727.2727272727,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 01:00:51,971,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,668383.110195675,7209.0628218332,161.8333333333,132.2019919164,386,0,608,304.0,202.2325394194,447,161,585,195.0,202.916238877,405,0,0,0,0,0,72,92,3089.5983522142,4119.464469619,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 10:36:29,5933506,4,4,97,232,97,0,24.25,48.5,232,0,58.0,116.0,55.4478246083,1.3482753704,847643.714285714,2215388.59173778,5871406,41,62100,20700.0,35583.274273175,61788,116,5933351,1977783.66666667,3425151.54549172,5932808,231,0,0,0,0,92,92,0.6741376852,0.6741376852,0,232,36.5555555556,80.0048609634,6400.7777777778,0,0,0,1,0,0,0,0,1,41.125,24.25,58.0,0,0,0,0,0,0,4,97,4,232,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 09:46:47,54514119,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0366877432,54514119.0,0.0,54514119,54514119,54514119,54514119.0,0.0,54514119,54514119,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0366877432,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 04:52:09,191983,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,3380.5076491148,36.4615617008,31997.1666666667,78002.5295728713,191219,21,191535,95767.5,134988.805848855,191219,316,191691,63897.0,110495.345300153,191486,21,0,0,0,0,72,92,15.626383586,20.8351781147,0,488,81.125,173.7875858627,30202.125,0,0,1,1,0,0,0,1,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,15/02/2018 01:58:45,155480,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25.7267815796,51826.6666666667,88399.3653842228,153898,63,155480,77740.0,107792.77193764,153961,1519,0,0.0,0.0,0,0,0,0,0,0,68,28,19.2950861847,6.4316953949,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 11:04:27,1234,1,1,52,108,52,52,52.0,0.0,108,108,108.0,0.0,129659.643435981,1620.7455429498,1234.0,0.0,1234,1234,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,810.3727714749,810.3727714749,52,108,70.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,0,1,106.0,52.0,108.0,0,0,0,0,0,0,1,52,1,108,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
137,17,15/02/2018 11:05:45,1523529,3,0,150,0,50,50,50.0,0.0,0,0,0.0,0.0,98.4556250652,1.9691125013,761764.5,5400.1744879217,765583,757946,1523529,761764.5,5400.1744879217,765583,757946,0,0.0,0.0,0,0,0,0,0,0,24,0,1.9691125013,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,66.6666666667,50.0,0.0,0,0,0,0,0,0,3,150,0,0,-1,-1,2,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 11:02:25,323,1,1,36,68,36,36,36.0,0.0,68,68,68.0,0.0,321981.424148607,6191.9504643963,323.0,0.0,323,323,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3095.9752321982,3095.9752321982,36,68,46.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,70.0,36.0,68.0,0,0,0,0,0,0,1,36,1,68,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
52176,6,15/02/2018 02:39:18,28,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71428.5714285714,28.0,0.0,28,28,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,35714.2857142857,35714.2857142857,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,131,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 09:59:08,69835,2,2,58,198,29,29,29.0,0.0,99,99,99.0,0.0,3665.7836328489,57.2778692633,23278.3333333333,20918.1855411346,40593,36,40593,40593.0,0.0,40593,40593,36,36.0,0.0,36,36,0,0,0,0,16,16,28.6389346316,28.6389346316,29,99,57.0,38.3405790254,1470.0,0,0,0,0,0,0,0,0,1,71.25,29.0,99.0,0,0,0,0,0,0,2,58,2,198,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 11:09:38,54680766,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0365759324,54680766.0,0.0,54680766,54680766,54680766,54680766.0,0.0,54680766,54680766,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0365759324,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
51365,6,15/02/2018 12:28:26,1,2,0,31,0,31,0,15.5,21.9203102168,0,0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,40,0,2000000.0,0.0,0,31,20.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,290,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
0,0,15/02/2018 01:53:52,112636790,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266342817,56318395.0,25.4558441227,56318413,56318377,112636790,56318395.0,25.4558441227,56318413,56318377,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266342817,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56318395.0,25.4558441227,56318413,56318377,Benign
53,17,15/02/2018 09:19:14,419,1,1,41,57,41,41,41.0,0.0,57,57,57.0,0.0,233890.214797136,4773.2696897375,419.0,0.0,419,419,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2386.6348448687,2386.6348448687,41,57,46.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,69.5,41.0,57.0,0,0,0,0,0,0,1,41,1,57,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 01:16:49,1077,1,1,48,113,48,48,48.0,0.0,113,113,113.0,0.0,149489.322191272,1857.0102135562,1077.0,0.0,1077,1077,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,928.5051067781,928.5051067781,48,113,69.6666666667,37.5277674973,1408.3333333333,0,0,0,0,0,0,0,0,1,104.5,48.0,113.0,0,0,0,0,0,0,1,48,1,113,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
50588,6,15/02/2018 11:21:36,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
0,0,15/02/2018 01:50:52,112641204,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633238,56320602.0,36.7695526217,56320628,56320576,112641204,56320602.0,36.7695526217,56320628,56320576,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633238,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320602.0,36.7695526217,56320628,56320576,Benign
53,17,15/02/2018 10:50:10,2582,1,1,38,68,38,38,38.0,0.0,68,68,68.0,0.0,41053.4469403563,774.5933384973,2582.0,0.0,2582,2582,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,387.2966692486,387.2966692486,38,68,48.0,17.3205080757,300.0,0,0,0,0,0,0,0,0,1,72.0,38.0,68.0,0,0,0,0,0,0,1,38,1,68,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
59382,6,15/02/2018 05:11:31,129,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15503.8759689923,129.0,0.0,129,129,129,129.0,0.0,129,129,0,0.0,0.0,0,0,0,0,0,0,40,0,15503.8759689923,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
